Date,Product Name,Units Sold,Revenue,Inventory Level,Category,Region
2024-09-23,Ergonomic Chair,6,1522.67,47,Furniture,South
2024-09-23,Office Desk,5,1634.29,11,Furniture,West
2024-09-23,Laptop Pro,6,7568.65,43,Electronics,West
2024-09-23,Coffee Table,2,340.16,17,Furniture,East
2024-09-23,Ergonomic Chair,7,1830.44,20,Furniture,East
2024-09-23,Laptop Pro,7,8675.43,24,Electronics,East
2024-09-23,SmartPhone X,3,2307.53,66,Electronics,East
2024-09-23,Coffee Table,2,367.26,24,Furniture,East
2024-09-23,Winter Jacket,5,850.47,31,Apparel,East
2024-09-23,Office Desk,8,2647.11,13,Furniture,North
2024-09-23,Wireless Earbuds,8,1306.81,98,Electronics,South
2024-09-23,Running Shoes,9,995.62,56,Apparel,Central
2024-09-23,Winter Jacket,6,871.56,38,Apparel,North
2024-09-24,Laptop Pro,4,4814.27,43,Electronics,South
2024-09-24,Designer Jeans,5,427.02,74,Apparel,East
2024-09-24,Protein Powder,8,308.79,138,Health,West
2024-09-24,Designer Jeans,2,169.32,71,Apparel,Central
2024-09-24,Ergonomic Chair,2,526.12,30,Furniture,East
2024-09-24,Running Shoes,3,375.0,51,Apparel,South
2024-09-24,Protein Powder,7,279.54,127,Health,North
2024-09-24,Yoga Mat,8,272.63,60,Health,East
2024-09-24,Designer Jeans,6,544.6,95,Apparel,Central
2024-09-24,Winter Jacket,3,499.95,30,Apparel,West
2024-09-24,Protein Powder,5,192.25,120,Health,North
2024-09-24,Coffee Table,1,163.49,6,Furniture,West
2024-09-24,Ergonomic Chair,3,710.96,34,Furniture,West
2024-09-24,Coffee Table,5,986.69,15,Furniture,South
2024-09-24,Multivitamins,4,104.67,168,Health,East
2024-09-24,Designer Jeans,2,167.87,91,Apparel,Central
2024-09-24,Ergonomic Chair,2,494.51,22,Furniture,West
2024-09-24,Ergonomic Chair,1,260.7,18,Furniture,West
2024-09-24,Yoga Mat,3,98.25,47,Health,North
2024-09-24,Laptop Pro,5,6520.31,38,Electronics,Central
2024-09-24,Running Shoes,2,234.26,77,Apparel,South
2024-09-24,Running Shoes,5,601.67,55,Apparel,South
2024-09-24,Coffee Table,8,1571.76,24,Furniture,Central
2024-09-24,Designer Jeans,4,391.15,87,Apparel,West
2024-09-24,Coffee Table,6,1128.62,35,Furniture,Central
2024-09-25,Protein Powder,5,188.61,120,Health,Central
2024-09-25,SmartPhone X,9,7432.65,50,Electronics,North
2024-09-25,Designer Jeans,3,263.88,100,Apparel,South
2024-09-25,Wireless Earbuds,2,326.85,100,Electronics,East
2024-09-25,Running Shoes,7,796.95,71,Apparel,North
2024-09-25,Laptop Pro,4,4344.7,36,Electronics,North
2024-09-25,Protein Powder,4,154.73,131,Health,East
2024-09-25,Office Desk,4,1454.05,16,Furniture,South
2024-09-25,Laptop Pro,2,2508.49,49,Electronics,North
2024-09-25,Protein Powder,8,336.35,120,Health,Central
2024-09-25,SmartPhone X,2,1732.63,65,Electronics,South
2024-09-25,Ergonomic Chair,7,1616.0,45,Furniture,West
2024-09-25,Multivitamins,8,186.04,175,Health,South
2024-09-25,Protein Powder,3,117.14,132,Health,North
2024-09-25,Office Desk,4,1400.51,19,Furniture,South
2024-09-25,Laptop Pro,6,7144.1,29,Electronics,North
2024-09-25,Protein Powder,7,277.6,118,Health,West
2024-09-25,Coffee Table,7,1222.57,8,Furniture,West
2024-09-25,Coffee Table,9,1484.25,12,Furniture,East
2024-09-25,Ergonomic Chair,1,227.43,44,Furniture,South
2024-09-25,Office Desk,1,381.86,11,Furniture,Central
2024-09-25,Protein Powder,7,262.85,123,Health,South
2024-09-25,Coffee Table,6,1098.29,9,Furniture,South
2024-09-26,Designer Jeans,8,686.9,87,Apparel,East
2024-09-26,Multivitamins,8,193.73,158,Health,East
2024-09-26,Multivitamins,8,218.62,166,Health,South
2024-09-26,Ergonomic Chair,3,717.68,23,Furniture,Central
2024-09-26,Designer Jeans,9,811.33,95,Apparel,Central
2024-09-26,Ergonomic Chair,9,2367.96,38,Furniture,Central
2024-09-26,Winter Jacket,3,477.72,32,Apparel,North
2024-09-26,Yoga Mat,5,188.18,63,Health,West
2024-09-26,Yoga Mat,1,36.52,55,Health,South
2024-09-26,Designer Jeans,3,288.68,78,Apparel,Central
2024-09-26,Designer Jeans,4,328.7,94,Apparel,South
2024-09-26,Protein Powder,8,346.34,140,Health,North
2024-09-26,Office Desk,1,329.67,13,Furniture,West
2024-09-26,Yoga Mat,2,64.42,50,Health,West
2024-09-26,Laptop Pro,6,7272.36,27,Electronics,West
2024-09-26,Ergonomic Chair,4,1059.49,43,Furniture,Central
2024-09-26,Coffee Table,7,1149.01,33,Furniture,Central
2024-09-26,Winter Jacket,4,622.04,31,Apparel,East
2024-09-26,Multivitamins,4,104.72,156,Health,North
2024-09-26,SmartPhone X,8,6126.75,54,Electronics,North
2024-09-26,Wireless Earbuds,9,1444.38,71,Electronics,South
2024-09-26,Wireless Earbuds,2,320.08,99,Electronics,North
2024-09-26,SmartPhone X,4,3212.52,61,Electronics,South
2024-09-27,Laptop Pro,5,6056.3,22,Electronics,West
2024-09-27,Multivitamins,8,199.45,156,Health,South
2024-09-27,Yoga Mat,5,188.97,42,Health,East
2024-09-27,Office Desk,4,1276.9,23,Furniture,East
2024-09-27,Designer Jeans,7,649.86,80,Apparel,North
2024-09-27,Wireless Earbuds,6,952.65,98,Electronics,Central
2024-09-27,Yoga Mat,9,302.83,51,Health,West
2024-09-27,Wireless Earbuds,7,1050.09,89,Electronics,Central
2024-09-27,Yoga Mat,8,275.45,41,Health,North
2024-09-27,Winter Jacket,5,823.72,35,Apparel,Central
2024-09-27,Wireless Earbuds,1,153.76,94,Electronics,West
2024-09-27,SmartPhone X,3,2473.37,65,Electronics,West
2024-09-27,Multivitamins,8,190.67,173,Health,West
2024-09-27,Designer Jeans,1,87.66,73,Apparel,South
2024-09-27,SmartPhone X,6,4387.06,55,Electronics,East
2024-09-27,Designer Jeans,4,374.02,79,Apparel,Central
2024-09-27,Running Shoes,4,488.01,65,Apparel,West
2024-09-27,Multivitamins,9,237.1,166,Health,South
2024-09-27,Winter Jacket,7,1040.13,33,Apparel,East
2024-09-27,Protein Powder,1,42.02,126,Health,East
2024-09-27,Wireless Earbuds,3,462.49,76,Electronics,West
2024-09-27,Designer Jeans,6,493.19,96,Apparel,West
2024-09-27,Designer Jeans,8,775.06,74,Apparel,West
2024-09-28,Laptop Pro,2,2358.72,45,Electronics,South
2024-09-28,SmartPhone X,8,6927.04,49,Electronics,Central
2024-09-28,Protein Powder,6,227.93,113,Health,North
2024-09-28,Yoga Mat,2,64.63,62,Health,West
2024-09-28,Coffee Table,4,654.8,21,Furniture,Central
2024-09-28,SmartPhone X,6,4678.78,53,Electronics,East
2024-09-28,Wireless Earbuds,4,641.15,93,Electronics,East
2024-09-28,Office Desk,5,1578.1,20,Furniture,East
2024-09-28,Protein Powder,5,194.08,117,Health,East
2024-09-28,Office Desk,5,1891.14,24,Furniture,West
2024-09-28,Laptop Pro,9,11541.03,45,Electronics,North
2024-09-28,Winter Jacket,8,1160.61,48,Apparel,East
2024-09-28,Office Desk,9,3216.77,19,Furniture,East
2024-09-28,Winter Jacket,1,149.74,58,Apparel,West
2024-09-28,Winter Jacket,4,651.18,39,Apparel,West
2024-09-28,Laptop Pro,5,6039.98,51,Electronics,North
2024-09-29,Ergonomic Chair,6,1432.63,45,Furniture,South
2024-09-29,Running Shoes,4,463.76,74,Apparel,North
2024-09-29,Winter Jacket,3,498.25,37,Apparel,South
2024-09-29,Ergonomic Chair,4,1027.95,45,Furniture,Central
2024-09-29,Multivitamins,8,208.13,178,Health,West
2024-09-29,SmartPhone X,9,7113.93,47,Electronics,Central
2024-09-29,Yoga Mat,1,33.91,63,Health,East
2024-09-29,SmartPhone X,7,6057.26,52,Electronics,South
2024-09-29,Wireless Earbuds,5,684.51,95,Electronics,East
2024-09-29,Running Shoes,3,363.85,69,Apparel,South
2024-09-29,Multivitamins,7,169.69,173,Health,South
2024-09-29,Winter Jacket,2,306.24,40,Apparel,East
2024-09-30,Designer Jeans,2,171.17,79,Apparel,North
2024-09-30,Office Desk,6,2078.18,13,Furniture,West
2024-09-30,Wireless Earbuds,5,766.51,92,Electronics,South
2024-09-30,Wireless Earbuds,4,653.37,83,Electronics,West
2024-09-30,Office Desk,4,1288.46,17,Furniture,North
2024-09-30,Multivitamins,5,129.53,170,Health,Central
2024-09-30,Multivitamins,8,196.04,156,Health,Central
2024-09-30,Laptop Pro,1,1217.46,33,Electronics,South
2024-09-30,SmartPhone X,5,3751.48,65,Electronics,North
2024-09-30,Office Desk,6,2298.7,12,Furniture,West
2024-09-30,Ergonomic Chair,1,270.8,27,Furniture,Central
2024-09-30,Protein Powder,8,349.9,118,Health,West
2024-09-30,Office Desk,7,2411.53,22,Furniture,West
2024-09-30,Multivitamins,1,26.47,156,Health,North
2024-09-30,Multivitamins,9,205.38,167,Health,West
2024-09-30,Laptop Pro,2,2340.8,30,Electronics,West
2024-09-30,Protein Powder,9,329.6,120,Health,Central
2024-09-30,Running Shoes,7,791.07,59,Apparel,South
2024-09-30,Winter Jacket,3,512.96,46,Apparel,East
2024-09-30,Designer Jeans,2,170.26,95,Apparel,North
2024-09-30,Coffee Table,2,333.77,24,Furniture,South
2024-09-30,Protein Powder,8,331.52,115,Health,Central
2024-10-01,Multivitamins,9,235.15,151,Health,West
2024-10-01,Ergonomic Chair,7,1843.17,23,Furniture,West
2024-10-01,SmartPhone X,10,8337.68,55,Electronics,West
2024-10-01,Coffee Table,2,392.6,20,Furniture,South
2024-10-01,Ergonomic Chair,6,1645.71,33,Furniture,South
2024-10-01,Wireless Earbuds,2,306.7,99,Electronics,South
2024-10-01,Running Shoes,2,217.84,61,Apparel,North
2024-10-01,Office Desk,3,1034.0,30,Furniture,West
2024-10-01,Running Shoes,7,882.54,71,Apparel,West
2024-10-01,Ergonomic Chair,11,2858.2,44,Furniture,East
2024-10-01,Laptop Pro,10,12874.66,35,Electronics,South
2024-10-01,Protein Powder,1,38.2,136,Health,West
2024-10-01,Designer Jeans,2,179.83,85,Apparel,West
2024-10-01,SmartPhone X,1,838.04,38,Electronics,Central
2024-10-01,SmartPhone X,7,5655.74,64,Electronics,North
2024-10-01,Laptop Pro,9,11596.02,41,Electronics,West
2024-10-01,Winter Jacket,6,1027.07,52,Apparel,East
2024-10-01,SmartPhone X,1,794.7,48,Electronics,Central
2024-10-02,Laptop Pro,2,2184.77,26,Electronics,West
2024-10-02,Winter Jacket,9,1563.87,35,Apparel,North
2024-10-02,Coffee Table,3,575.49,30,Furniture,East
2024-10-02,Protein Powder,1,38.22,130,Health,North
2024-10-02,Ergonomic Chair,11,2839.38,37,Furniture,West
2024-10-02,Laptop Pro,9,10530.32,50,Electronics,East
2024-10-02,Ergonomic Chair,5,1338.79,26,Furniture,West
2024-10-02,Protein Powder,2,77.97,121,Health,South
2024-10-02,Laptop Pro,5,5617.64,23,Electronics,East
2024-10-02,Protein Powder,10,407.57,117,Health,East
2024-10-02,Protein Powder,11,417.38,109,Health,West
2024-10-02,Yoga Mat,7,237.28,50,Health,South
2024-10-02,Designer Jeans,7,690.0,76,Apparel,East
2024-10-02,Winter Jacket,27,4013.28,46,Apparel,North
2024-10-02,Protein Powder,5,184.18,120,Health,East
2024-10-02,Ergonomic Chair,9,2356.76,22,Furniture,North
2024-10-03,Designer Jeans,11,1063.51,90,Apparel,South
2024-10-03,Protein Powder,7,305.18,129,Health,East
2024-10-03,Running Shoes,3,329.2,63,Apparel,Central
2024-10-03,Laptop Pro,2,2285.52,37,Electronics,East
2024-10-03,Coffee Table,9,1626.51,5,Furniture,North
2024-10-03,Winter Jacket,18,2714.58,45,Apparel,East
2024-10-03,Protein Powder,1,36.49,111,Health,Central
2024-10-03,Multivitamins,11,261.69,160,Health,East
2024-10-03,Protein Powder,11,431.5,120,Health,South
2024-10-03,Laptop Pro,5,5669.31,50,Electronics,North
2024-10-03,SmartPhone X,11,8169.54,47,Electronics,Central
2024-10-03,Office Desk,3,1012.45,26,Furniture,North
2024-10-03,SmartPhone X,5,3942.39,64,Electronics,East
2024-10-03,Office Desk,11,3928.9,21,Furniture,East
2024-10-03,Running Shoes,9,1149.62,50,Apparel,Central
2024-10-03,Multivitamins,10,242.34,153,Health,East
2024-10-03,SmartPhone X,5,3704.29,39,Electronics,West
2024-10-03,Laptop Pro,2,2603.63,36,Electronics,North
2024-10-03,Ergonomic Chair,5,1298.37,23,Furniture,East
2024-10-03,Coffee Table,11,1991.26,6,Furniture,North
2024-10-04,Multivitamins,10,246.04,168,Health,West
2024-10-04,Laptop Pro,5,5456.8,24,Electronics,East
2024-10-04,Yoga Mat,6,202.98,54,Health,Central
2024-10-04,Designer Jeans,2,188.54,78,Apparel,West
2024-10-04,Wireless Earbuds,6,829.92,94,Electronics,West
2024-10-04,Multivitamins,2,47.1,176,Health,North
2024-10-04,SmartPhone X,7,5543.34,64,Electronics,East
2024-10-04,Office Desk,1,353.37,15,Furniture,East
2024-10-04,Office Desk,11,3731.54,31,Furniture,East
2024-10-04,Multivitamins,7,163.39,176,Health,South
2024-10-04,Multivitamins,10,258.91,177,Health,East
2024-10-04,Ergonomic Chair,6,1604.2,31,Furniture,South
2024-10-04,Winter Jacket,27,4427.82,57,Apparel,West
2024-10-04,Wireless Earbuds,7,1100.64,98,Electronics,Central
2024-10-04,Coffee Table,2,371.08,5,Furniture,Central
2024-10-04,Protein Powder,9,327.65,132,Health,South
2024-10-04,Designer Jeans,11,896.28,95,Apparel,South
2024-10-04,Office Desk,2,648.86,25,Furniture,South
2024-10-04,Wireless Earbuds,10,1538.1,87,Electronics,South
2024-10-04,Yoga Mat,2,72.23,59,Health,West
2024-10-05,Yoga Mat,6,222.45,42,Health,West
2024-10-05,Multivitamins,11,270.06,163,Health,Central
2024-10-05,Office Desk,5,1728.45,38,Furniture,West
2024-10-05,Yoga Mat,10,373.65,64,Health,East
2024-10-05,Yoga Mat,3,104.36,45,Health,East
2024-10-05,Yoga Mat,7,223.57,45,Health,South
2024-10-05,Ergonomic Chair,11,2884.98,28,Furniture,North
2024-10-05,Office Desk,6,1954.31,37,Furniture,South
2024-10-05,Designer Jeans,9,797.15,72,Apparel,North
2024-10-05,Wireless Earbuds,2,299.47,79,Electronics,South
2024-10-05,Wireless Earbuds,2,314.59,69,Electronics,South
2024-10-05,Ergonomic Chair,5,1260.99,38,Furniture,South
2024-10-05,Protein Powder,5,199.59,133,Health,North
2024-10-05,Designer Jeans,1,85.55,96,Apparel,West
2024-10-05,Multivitamins,9,211.44,153,Health,South
2024-10-05,Laptop Pro,10,12391.21,46,Electronics,South
2024-10-05,Winter Jacket,9,1508.1,55,Apparel,North
2024-10-05,Ergonomic Chair,9,2391.71,36,Furniture,North
2024-10-05,Winter Jacket,33,5750.96,56,Apparel,East
2024-10-06,Running Shoes,11,1371.43,74,Apparel,North
2024-10-06,SmartPhone X,1,847.21,55,Electronics,North
2024-10-06,Ergonomic Chair,9,2064.02,33,Furniture,East
2024-10-06,Multivitamins,7,188.66,165,Health,West
2024-10-06,Winter Jacket,18,2659.44,51,Apparel,South
2024-10-06,SmartPhone X,9,6929.74,43,Electronics,West
2024-10-06,Office Desk,5,1707.23,35,Furniture,Central
2024-10-06,Coffee Table,7,1200.33,26,Furniture,East
2024-10-06,Office Desk,1,327.94,27,Furniture,North
2024-10-06,Yoga Mat,6,213.39,48,Health,East
2024-10-06,Yoga Mat,5,160.94,40,Health,West
2024-10-06,Designer Jeans,11,1068.82,80,Apparel,South
2024-10-06,Yoga Mat,3,111.46,66,Health,South
2024-10-06,Winter Jacket,30,4701.35,50,Apparel,North
2024-10-06,Laptop Pro,11,14490.66,34,Electronics,East
2024-10-06,Ergonomic Chair,10,2604.63,33,Furniture,East
2024-10-07,Designer Jeans,2,172.79,83,Apparel,South
2024-10-07,Running Shoes,2,226.56,52,Apparel,East
2024-10-07,Winter Jacket,3,509.12,42,Apparel,South
2024-10-07,Ergonomic Chair,10,2741.33,41,Furniture,South
2024-10-07,Designer Jeans,9,809.64,80,Apparel,South
2024-10-07,Multivitamins,2,46.02,167,Health,East
2024-10-07,Laptop Pro,7,7618.36,23,Electronics,Central
2024-10-07,Laptop Pro,1,1136.52,32,Electronics,North
2024-10-07,Laptop Pro,3,3869.39,39,Electronics,West
2024-10-07,Coffee Table,1,164.61,17,Furniture,South
2024-10-07,Running Shoes,2,220.15,78,Apparel,East
2024-10-07,Ergonomic Chair,11,2853.39,33,Furniture,South
2024-10-07,Designer Jeans,3,265.24,97,Apparel,West
2024-10-07,Multivitamins,9,208.05,165,Health,South
2024-10-07,Ergonomic Chair,7,1662.65,25,Furniture,East
2024-10-07,Laptop Pro,10,11540.29,22,Electronics,North
2024-10-07,Ergonomic Chair,1,248.47,25,Furniture,Central
2024-10-07,Wireless Earbuds,6,967.72,87,Electronics,East
2024-10-08,Yoga Mat,6,194.69,51,Health,South
2024-10-08,Coffee Table,3,507.09,5,Furniture,West
2024-10-08,Wireless Earbuds,1,148.43,78,Electronics,East
2024-10-08,Wireless Earbuds,2,323.43,68,Electronics,North
2024-10-08,Wireless Earbuds,10,1408.7,77,Electronics,North
2024-10-08,Laptop Pro,11,13897.78,48,Electronics,West
2024-10-08,Wireless Earbuds,1,135.45,88,Electronics,North
2024-10-08,Wireless Earbuds,9,1262.94,73,Electronics,East
2024-10-08,Winter Jacket,3,500.5,33,Apparel,East
2024-10-08,Ergonomic Chair,10,2269.95,17,Furniture,South
2024-10-08,Designer Jeans,11,994.58,91,Apparel,South
2024-10-08,Coffee Table,10,1632.89,6,Furniture,Central
2024-10-08,Yoga Mat,3,101.18,55,Health,North
2024-10-08,SmartPhone X,10,7997.37,43,Electronics,West
2024-10-08,Laptop Pro,5,5619.99,41,Electronics,East
2024-10-08,SmartPhone X,1,758.18,43,Electronics,West
2024-10-08,Coffee Table,6,1180.17,21,Furniture,South
2024-10-08,Winter Jacket,30,5231.09,33,Apparel,East
2024-10-08,SmartPhone X,9,7332.27,56,Electronics,North
2024-10-08,Office Desk,7,2367.63,29,Furniture,Central
2024-10-08,Office Desk,11,3670.56,32,Furniture,North
2024-10-08,Ergonomic Chair,5,1130.34,29,Furniture,South
2024-10-08,Designer Jeans,1,95.6,71,Apparel,Central
2024-10-08,Winter Jacket,9,1338.05,41,Apparel,North
2024-10-09,Designer Jeans,11,1044.77,87,Apparel,Central
2024-10-09,Ergonomic Chair,9,2318.69,42,Furniture,Central
2024-10-09,Laptop Pro,5,5853.18,37,Electronics,South
2024-10-09,Wireless Earbuds,9,1444.61,77,Electronics,South
2024-10-09,Laptop Pro,11,14156.44,46,Electronics,South
2024-10-09,SmartPhone X,1,784.21,59,Electronics,Central
2024-10-09,Winter Jacket,3,466.25,34,Apparel,East
2024-10-09,Protein Powder,3,119.14,128,Health,North
2024-10-09,Wireless Earbuds,5,780.83,71,Electronics,Central
2024-10-09,Multivitamins,1,26.32,172,Health,East
2024-10-09,Wireless Earbuds,9,1447.37,73,Electronics,North
2024-10-09,Designer Jeans,6,509.49,88,Apparel,East
2024-10-09,Yoga Mat,11,391.76,64,Health,South
2024-10-09,Designer Jeans,2,181.55,95,Apparel,Central
2024-10-09,Wireless Earbuds,9,1457.23,93,Electronics,East
2024-10-09,Office Desk,11,4072.77,25,Furniture,East
2024-10-09,Protein Powder,3,131.53,119,Health,South
2024-10-09,Running Shoes,9,1002.7,67,Apparel,East
2024-10-09,Coffee Table,10,1935.7,28,Furniture,West
2024-10-09,Designer Jeans,6,505.31,83,Apparel,East
2024-10-09,Ergonomic Chair,5,1148.86,35,Furniture,Central
2024-10-09,Running Shoes,11,1349.52,67,Apparel,West
2024-10-09,Designer Jeans,6,517.64,79,Apparel,West
2024-10-09,Protein Powder,7,277.62,117,Health,Central
2024-10-09,Wireless Earbuds,9,1412.07,76,Electronics,West
2024-10-09,Coffee Table,2,334.86,12,Furniture,North
2024-10-09,SmartPhone X,5,3753.89,55,Electronics,Central
2024-10-10,Coffee Table,7,1352.75,16,Furniture,West
2024-10-10,Multivitamins,2,45.91,146,Health,Central
2024-10-10,Multivitamins,11,291.76,159,Health,Central
2024-10-10,SmartPhone X,2,1736.85,42,Electronics,North
2024-10-10,Laptop Pro,6,7845.45,26,Electronics,North
2024-10-10,Designer Jeans,2,183.16,94,Apparel,Central
2024-10-10,Coffee Table,10,1855.12,11,Furniture,South
2024-10-10,Wireless Earbuds,7,1132.96,76,Electronics,West
2024-10-10,Running Shoes,3,375.63,68,Apparel,East
2024-10-10,Office Desk,10,3754.58,31,Furniture,East
2024-10-10,Designer Jeans,5,471.07,80,Apparel,West
2024-10-10,Coffee Table,11,2033.55,18,Furniture,North
2024-10-10,Multivitamins,7,168.39,155,Health,Central
2024-10-10,Multivitamins,9,241.98,158,Health,Central
2024-10-10,SmartPhone X,3,2587.02,39,Electronics,West
2024-10-10,SmartPhone X,9,7508.82,46,Electronics,North
2024-10-10,Coffee Table,1,164.19,34,Furniture,East
2024-10-10,Wireless Earbuds,10,1635.28,72,Electronics,South
2024-10-10,Designer Jeans,1,81.52,97,Apparel,East
2024-10-10,Winter Jacket,27,4065.94,51,Apparel,Central
2024-10-10,Multivitamins,3,71.67,150,Health,Central
2024-10-10,Running Shoes,1,131.78,73,Apparel,East
2024-10-10,Designer Jeans,10,975.47,79,Apparel,East
2024-10-10,Wireless Earbuds,5,754.82,92,Electronics,East
2024-10-10,Ergonomic Chair,2,514.5,19,Furniture,South
2024-10-10,Ergonomic Chair,6,1372.83,21,Furniture,South
2024-10-10,Office Desk,6,2288.76,33,Furniture,East
2024-10-10,Wireless Earbuds,7,1115.0,94,Electronics,North
2024-10-11,Coffee Table,7,1166.8,15,Furniture,East
2024-10-11,Laptop Pro,7,8932.83,26,Electronics,West
2024-10-11,Running Shoes,1,121.5,68,Apparel,Central
2024-10-11,Laptop Pro,7,7996.12,44,Electronics,West
2024-10-11,Coffee Table,5,843.85,14,Furniture,South
2024-10-11,Coffee Table,6,1116.59,31,Furniture,Central
2024-10-11,Yoga Mat,6,210.93,59,Health,East
2024-10-11,Running Shoes,7,862.87,68,Apparel,North
2024-10-11,Office Desk,9,3358.8,30,Furniture,South
2024-10-11,Winter Jacket,15,2364.52,39,Apparel,North
2024-10-11,Coffee Table,5,880.14,26,Furniture,North
2024-10-11,Running Shoes,3,338.32,67,Apparel,South
2024-10-11,Laptop Pro,3,3401.39,46,Electronics,Central
2024-10-11,Ergonomic Chair,5,1249.3,22,Furniture,South
2024-10-11,Wireless Earbuds,5,819.76,71,Electronics,North
2024-10-11,Office Desk,2,763.58,16,Furniture,North
2024-10-11,Running Shoes,11,1433.78,55,Apparel,North
2024-10-11,Running Shoes,5,621.4,49,Apparel,Central
2024-10-11,Protein Powder,5,180.29,127,Health,South
2024-10-11,Coffee Table,11,1872.32,9,Furniture,East
2024-10-12,Running Shoes,6,790.09,55,Apparel,Central
2024-10-12,Ergonomic Chair,2,536.65,43,Furniture,West
2024-10-12,Yoga Mat,2,73.49,49,Health,Central
2024-10-12,Laptop Pro,6,6961.61,27,Electronics,East
2024-10-12,Coffee Table,7,1236.63,25,Furniture,North
2024-10-12,Designer Jeans,7,641.32,68,Apparel,East
2024-10-12,Designer Jeans,1,87.12,78,Apparel,West
2024-10-12,Running Shoes,3,395.15,69,Apparel,North
2024-10-12,Winter Jacket,15,2381.34,34,Apparel,East
2024-10-12,Wireless Earbuds,2,290.38,91,Electronics,Central
2024-10-12,Running Shoes,5,647.4,48,Apparel,East
2024-10-13,Winter Jacket,15,2281.41,30,Apparel,South
2024-10-13,Ergonomic Chair,9,2214.07,39,Furniture,West
2024-10-13,Running Shoes,1,110.25,51,Apparel,West
2024-10-13,Running Shoes,3,387.61,48,Apparel,West
2024-10-13,Winter Jacket,6,896.97,40,Apparel,South
2024-10-13,Laptop Pro,1,1122.39,49,Electronics,North
2024-10-13,Laptop Pro,6,6638.2,26,Electronics,North
2024-10-13,Coffee Table,3,591.21,16,Furniture,West
2024-10-13,SmartPhone X,6,4413.3,53,Electronics,West
2024-10-13,Multivitamins,5,117.7,147,Health,East
2024-10-13,Laptop Pro,11,13118.31,21,Electronics,Central
2024-10-13,Winter Jacket,30,5134.75,44,Apparel,East
2024-10-13,SmartPhone X,3,2225.66,38,Electronics,South
2024-10-13,Designer Jeans,9,764.2,94,Apparel,Central
2024-10-13,Ergonomic Chair,2,495.07,38,Furniture,Central
2024-10-13,Protein Powder,2,72.17,106,Health,West
2024-10-13,Ergonomic Chair,5,1301.47,44,Furniture,Central
2024-10-13,Ergonomic Chair,5,1207.57,19,Furniture,Central
2024-10-14,Running Shoes,5,609.52,74,Apparel,West
2024-10-14,Wireless Earbuds,1,142.74,91,Electronics,East
2024-10-14,Laptop Pro,6,7012.45,34,Electronics,North
2024-10-14,Coffee Table,5,929.88,10,Furniture,Central
2024-10-14,Ergonomic Chair,11,2909.14,35,Furniture,East
2024-10-14,Designer Jeans,9,830.78,76,Apparel,South
2024-10-14,Protein Powder,9,372.6,133,Health,Central
2024-10-14,Office Desk,5,1640.46,36,Furniture,East
2024-10-14,Protein Powder,6,238.88,134,Health,North
2024-10-14,Ergonomic Chair,1,239.04,40,Furniture,North
2024-10-14,Laptop Pro,2,2244.94,50,Electronics,North
2024-10-14,Running Shoes,3,328.12,70,Apparel,North
2024-10-14,SmartPhone X,3,2634.61,39,Electronics,North
2024-10-14,Coffee Table,7,1262.77,13,Furniture,Central
2024-10-14,Laptop Pro,6,6735.33,49,Electronics,North
2024-10-14,SmartPhone X,6,5144.06,59,Electronics,West
2024-10-14,Multivitamins,6,148.95,158,Health,West
2024-10-14,Wireless Earbuds,2,323.05,80,Electronics,East
2024-10-14,Laptop Pro,5,5888.83,26,Electronics,South
2024-10-14,Yoga Mat,6,196.9,56,Health,South
2024-10-14,Office Desk,9,3399.89,26,Furniture,Central
2024-10-15,Yoga Mat,2,67.2,55,Health,South
2024-10-15,Laptop Pro,7,8906.02,42,Electronics,West
2024-10-15,Designer Jeans,11,1014.9,82,Apparel,North
2024-10-15,Laptop Pro,11,13260.43,49,Electronics,North
2024-10-15,SmartPhone X,5,3856.55,51,Electronics,Central
2024-10-15,Office Desk,2,679.23,17,Furniture,East
2024-10-15,Designer Jeans,6,518.5,80,Apparel,Central
2024-10-15,Ergonomic Chair,2,548.88,31,Furniture,West
2024-10-15,Ergonomic Chair,6,1370.27,41,Furniture,East
2024-10-15,Coffee Table,9,1546.65,29,Furniture,Central
2024-10-15,Multivitamins,7,180.44,172,Health,South
2024-10-15,Yoga Mat,2,63.24,46,Health,Central
2024-10-15,Laptop Pro,5,6283.08,50,Electronics,West
2024-10-15,Laptop Pro,11,12923.47,31,Electronics,East
2024-10-15,Laptop Pro,3,3884.01,29,Electronics,East
2024-10-15,Laptop Pro,11,12193.59,21,Electronics,Central
2024-10-15,Designer Jeans,11,1026.82,86,Apparel,South
2024-10-15,Laptop Pro,6,7433.8,41,Electronics,South
2024-10-15,Office Desk,6,2297.14,37,Furniture,North
2024-10-15,Wireless Earbuds,10,1574.67,73,Electronics,North
2024-10-15,Designer Jeans,6,495.87,83,Apparel,West
2024-10-15,Ergonomic Chair,7,1578.71,38,Furniture,East
2024-10-15,Ergonomic Chair,5,1256.8,17,Furniture,East
2024-10-16,Multivitamins,11,261.88,164,Health,South
2024-10-16,Office Desk,7,2441.16,9,Furniture,South
2024-10-16,Winter Jacket,18,2816.96,29,Apparel,North
2024-10-16,Protein Powder,2,85.19,114,Health,West
2024-10-16,Running Shoes,5,540.52,48,Apparel,Central
2024-10-16,Running Shoes,11,1388.82,54,Apparel,North
2024-10-16,SmartPhone X,11,8236.93,40,Electronics,Central
